Start_date;End_date;Country;ISO;Location;Latitude;Longitude;Magnitude_value;Magnitude_scale;Disaster_type;Disaster_subtype;Associated_disaster;Associated_disaster2;Total_deaths;Total_affected;Total_damage;Insured_losses;Disaster_name;Disaster_No
07/04/2001;07/04/2001;Mongolia;MNG;Xo'vsgol, Arxangai, Bulgan, Xovd, Su'xbaatar, Xentii, Bayan-O'lgii, Govi-Altai, Govisu'mber, Dornogovi, O'mnogovi provinces;;;;Kph;Storm;Convective storm;--;--;16;175000;0;0;;2001-0155
14/03/1993;14/03/1993;Mongolia;MNG;Zavkhan, Gobi-Altai, Bayankhong, Umno-Gobi Provinces;;;;Kph;Storm;--;--;--;7;100000;10000;0;;1993-0021
21/04/1991;21/04/1991;Mongolia;MNG;Uburkhangai, Tov, Dundgobi, Khentei, Sukhbaatar, Dornod;;;;Kph;Storm;Convective storm;--;--;6;0;0;0;;1991-0347
/12/2009;/05/2010;Mongolia;MNG;Arxangai, Bayanxongor, Bayan-O'lgii, Govi-Altai, Dungdovi, To'v, O'mnogovi, O'vorxangai, Uvs, Zavxan, Xovd, Xo'vsgol provinces;;;-50;°C;Extreme temperature ;Cold wave;--;--;5;769113;62000;0;;2009-0632
/01/2000;/04/2000;Mongolia;MNG;Bayanxongor, O'mnogovi, Xo'vsgol, Zavxan, O'vorxangai, Uvs, Dundgovi, Govi-Altai, Dornogovi, Bulgan, Bayan-O'lgii, To'v provinces;;;;Kph;Storm;--;Cold wave;--;4;500000;80000;0;;2000-0050
/12/2002;/01/2003;Mongolia;MNG;Arxangai, Bayan-O'lgii, Bayanxongor, Bulgan, Darxan-Uul, Dornod, Dornogovi, Dundgovi, Govi-Altai, Govisu'mber, O'mnogovi, Orxon, O'vorxangai, Selenge, Su'xbaatar, To'v, Ulaanbaatar, Uvs, Xentii, Xovd, Xo'vsgol, Zavxan provinces;;;0;Kph;Storm;--;--;--;3;665000;0;0;Dzud;2002-0766
/04/1986;/04/1986;Mongolia;MNG;East Gobi, Khentei Aimaks;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;0;0;0;;1986-0045
/05/1990;/05/1990;Mongolia;MNG;Dornod (East), Selenge, Bulgan (North);;;23;Km2;Wildfire;Forest fire;--;--;0;0;110000;0;;1990-0615
/02/2000;//2002;Mongolia;MNG;Guulin town (Delger district, Govi-Altai province), Galshir district (Xentii province), Ider district (Zavxan province), Mo'st, Manxan, Bulgan, U'yench district (Xovd province), Bugat, Jargalan districts (Govi-Altai province), Bogd, Jinst, Baacagaan, Bayan-O'ndor districts (Bayanxongor province), Bayandelger, Tu'vshinshiree, Uulbayan, Asgat districts (Su'xbaatar province), Dornogovi, Dundgovi, O'mnogovi provinces;;;;Km2;Drought;Drought;Wildfire;--;0;450000;0;0;;2000-9604
/01/2002;/01/2002;Mongolia;MNG;Bayan-O'lgii, Xovd, Uvs, Zavxan, Govi-Altai, Bayanxongor, Arxangai provinces;;;;Kph;Storm;--;--;--;0;0;0;0;;2002-0091
/11/2015;/01/2016;Mongolia;MNG;Arxangai, Bayan-O'lgii, Bulgan, Xo'vsgol, Selenge, To'v, Uvs, Zavxan provinces;;;;°C;Extreme temperature ;Severe winter conditions;Cold wave;Snow/ice;0;965000;0;0;;2015-0529
23/12/2016;04/01/2017;Mongolia;MNG;Arkhangai, Bayan-Ulgii, Bayankhongor, Bulgan, Dornod, Darkhan-Uul, Zavkhan, Orkhon, Uvurkhangai (Ovoxangai), Selenge, Uvs, Tuv (Tov), Khovd (Xovd), Khuvsgul (Xovsgol), Khentii (Xentii), Ulaanbaatar provinces;;;;°C;Extreme temperature ;Severe winter conditions;--;--;0;157000;0;0;;2016-0509
/01/2018;/02/2018;Mongolia;MNG;Arkhangai, Bayankhongor, Darkhan, Dornogobi, Umnugobi, Tuv, Uvs provinces;;;-46.5;°C;Extreme temperature ;Severe winter conditions;--;--;0;264000;0;0;Dzud;2018-0073
25/11/2018;28/11/2018;Mongolia;MNG;"Naranbulag, Zavkhan, Ulgii, Umnugovi, Sagil, Tarialan, Ulaangom, Khovd (Zavkhan), Ulgii, Altantsugts (Bayan-Ulgii), Darvi, Tsetseg, Munkhkhairkhan, Must, Jargalant, Chandmani, Zereg, Erdeneburen (Khovd), Bugat, Tonkhil, Tugrug, Khukhmorit (Govi-Altai); Uvs";;;;Kph;Storm;Convective storm;--;--;0;0;0;0;;2018-0443
11/01/2019;20/02/2019;Mongolia;MNG;Bayan-Ulgii, Uvs, Khovd, Govi-Altai, Zavkhan, Bayankhongor, Uvurkhangai,  Arkhangai provinces;;;-48;°C;Extreme temperature ;Severe winter conditions;Cold wave;Snow/ice;0;2000;0;0;;2019-0056
26/06/2004;27/06/2004;Northern Mariana Islands (the);MNP;Saipan island (Northern Mariana Islands province);;;;Kph;Storm;Tropical cyclone;--;--;3;200;0;0;Tingting;2004-0312
25/10/2018;25/10/2018;Northern Mariana Islands (the);MNP;Tinian, Saipan;;;290;Kph;Storm;Tropical cyclone;--;--;2;0;0;0;Typhoon 'Yutu' (Rosita);2018-0399
08/12/2002;08/12/2002;Northern Mariana Islands (the);MNP;Saipan, Rota islands (Northern Mariana Islands province);;;0;Kph;Storm;Tropical cyclone;--;--;0;300;0;0;Pongsona;2002-0826
10/05/2003;10/05/2003;Northern Mariana Islands (the);MNP;Anatahan island (Administrative unit not available province);;;0;;Volcanic activity;Ash fall;--;--;0;0;0;0;Mt Anatahan;2003-0224
01/08/2015;02/08/2015;Northern Mariana Islands (the);MNP;"Saipan island (Northern Mariana Islands province)
";;;170;Kph;Storm;Tropical cyclone;--;--;0;360;0;0;Typhoon 'Soudelor' (Hanna);2015-0339
//1981;//1985;Mozambique;MOZ;South, Central, Maputo, Gaza, Inhambane, Manica, Sofala, Zambezi;;;;Km2;Drought;Drought;--;--;100000;4750000;0;0;;1981-9016
14/03/2019;15/03/2019;Mozambique;MOZ;"Beira (Sofala province); Zambezia, Manica and Inhambane provinces";;;140;Kph;Storm;Extra-tropical storm;Slide (land, mud, snow, rock);--;602;1851500;2000000;0;Cyclone Idai;2019-0110
26/03/1994;26/03/1994;Mozambique;MOZ;Nampula, Zambesia, Manica, Sofala;;;150;Kph;Storm;Tropical cyclone;--;--;240;2502000;0;0;Nadya;1994-0035
28/01/1984;04/02/1984;Mozambique;MOZ;Maputo, Gaza;;;;Kph;Storm;Tropical cyclone;--;--;109;350000;75000;0;Domoina;1984-0018
/04/1956;/04/1956;Mozambique;MOZ;;;;;Kph;Storm;Tropical cyclone;--;--;107;0;0;0;;1956-0035
01/03/1988;01/03/1988;Mozambique;MOZ;Quelimane;;;;Kph;Storm;Tropical cyclone;--;--;100;4000;0;0;Filao;1988-0102
/09/1987;//1987;Mozambique;MOZ;Inhambane province;;;;Km2;Drought;Drought;--;--;50;8000;0;0;;1987-9154
01/09/2008;02/09/2008;Mozambique;MOZ;Manica, Sofala, Zambezia provinces;;;;Km2;Wildfire;--;--;--;49;3023;0;0;;2008-0392
25/04/2019;25/04/2019;Mozambique;MOZ;Cabo Delgado;;;300;Kph;Storm;Tropical cyclone;--;--;41;241100;230000;0;Cyclone 'Kenneth';2019-0165
18/01/2012;18/01/2012;Mozambique;MOZ;Chokwe, Xai-Xai districts (Gaza province), Cidade de Maputo district (Maputo province), Zavala district (Inhambane province), Nampula, Zambezia, Sofala provinces;;;;Kph;Storm;Tropical cyclone;Flood;--;20;40000;0;0;Tropical Storm Dando;2012-0006
18/02/2000;23/02/2000;Mozambique;MOZ;Cabo Delgado, Gaza, Inhambane, Manica, Nampula, Niassa, Sofala, Tete, Zambezia, Maputo, Lago niassa provinces;;;;Kph;Storm;Tropical cyclone;--;--;17;0;1000;0;Eline, Gloria;2000-0107
12/01/2011;12/01/2011;Mozambique;MOZ;Cidade de Chimoio district (Manica province);;;;Kph;Storm;Convective storm;--;--;12;0;0;0;;2011-0015
24/10/2016;24/10/2016;Mozambique;MOZ;Maputo;;;;Kph;Storm;Convective storm;Hail;--;12;1700;1500;0;;2016-0546
13/02/1996;29/02/1996;Mozambique;MOZ;Zambezia, Gaza, Maputo, Inhambane provinces;;;;Kph;Storm;Tropical cyclone;Flood;--;11;200000;14500;0;Bonita;1996-0052
03/03/2003;03/03/2003;Mozambique;MOZ;Inhambane, Sofala, Manica, Gaza provinces;;;130;Kph;Storm;Tropical cyclone;Rain;--;11;23010;0;0;Japhet;2003-0114
22/02/2007;22/02/2007;Mozambique;MOZ;Vilankulo district (Inhambane province);;;180;Kph;Storm;Tropical cyclone;--;--;10;162770;0;0;Favio;2007-0080
20/01/2012;22/01/2012;Mozambique;MOZ;Nicoadala, Cidade de Quelimane, Chinde, Pebane, Maganja da Costa, Namacurra, Gurue, Mocuba districts (Zambezia province), Mossuril, Nacal-A-Velha districts (Nampula province);;;212;Kph;Storm;Tropical cyclone;Flood;--;10;65000;0;0;Cyclone Funso;2012-0005
18/11/2000;18/11/2000;Mozambique;MOZ;Zambezia, Nampula provinces;;;;Kph;Storm;--;--;--;9;750;0;0;;2000-0753
/03/2002;//2002;Mozambique;MOZ;Maputo, Gaza, Inhambane, Sofala, Tete, Zambezia provinces;;;900;Km2;Drought;Drought;--;--;9;600000;0;0;;2001-9122
/01/2003;/01/2003;Mozambique;MOZ;Magoe, Zumbu, Cahora Bassa, Changara, Moatize, Chiuta, Mutarara districts (Tete province);;;0;Km2;Drought;Drought;--;--;9;119500;0;0;;2003-9035
08/03/2008;09/03/2008;Mozambique;MOZ;Mossuril, Angoche, Nacala, Moma, Ilha de Mocambique, Mogovolas districts (Nampula province), Zambezia, Sofala provinces;;;;Kph;Storm;Tropical cyclone;--;--;9;220013;20000;0;"Cyclone ""Jokwe""";2008-0111
15/02/2017;15/02/2017;Mozambique;MOZ;"Vilankulo, Massinga, Maxixe, Jangamo, Morrumbene  Inhambane City, Funhalouro, Homoine, Jangamo,  Inharrime, Panda, Zavala (Inhambane province); Chibuto, Guja, Chokwe distrcits (Gaza province)";;;100;Kph;Storm;Tropical cyclone;Flood;--;7;750102;17000;0;Cyclone 'Dineo';2017-0051
26/11/2000;26/11/2000;Mozambique;MOZ;Pebane, Milange districts (Zambezia Province);;;;Kph;Storm;--;--;--;5;350;0;0;;2000-0786
23/12/1978;23/12/1978;Mozambique;MOZ;Nampula province;;;;Kph;Storm;Tropical cyclone;--;--;4;105000;0;0;Angele;1978-0144
22/02/2006;22/02/2006;Mozambique;MOZ;Machaze, Mossurize, Cidade de Chimoio districts (Manica province), Cidade da Beira district (Sofala province);-21.324;33.583;7;Richter;Earthquake;Ground movement;--;--;4;1476;0;0;;2006-0100
22/10/1977;22/10/1977;Mozambique;MOZ;Maputo;;;;Kph;Storm;Convective storm;--;--;3;51;0;0;;1977-0126
25/10/2002;25/10/2002;Mozambique;MOZ;Cidade da Beira district (Sofala province);;;;Kph;Storm;--;--;--;3;4017;0;0;;2002-0670
03/03/2012;07/03/2012;Mozambique;MOZ;Cabo Delgado, Sofala provinces;;;;Kph;Storm;Tropical cyclone;Rain;--;3;4958;0;0;"Tropical depression ""Irina""";2012-0056
02/04/2000;02/04/2000;Mozambique;MOZ;Angoche, Moma, Mogincual districts (Nampula province);;;;Kph;Storm;Tropical cyclone;--;--;1;304;0;0;Hudah;2000-0178
/01/1979;//1982;Mozambique;MOZ;Nampula (North province), Cabo Delgado, Nampula, Tete, Manica provinces;;;;Km2;Drought;Drought;--;--;0;6000000;0;0;;1979-9118
26/03/1985;26/03/1985;Mozambique;MOZ;Maputo province;;;100;Kph;Storm;--;--;--;0;0;0;0;;1985-0047
/03/1991;/03/1992;Mozambique;MOZ;Center;;;;Km2;Drought;Drought;Famine;--;0;3300000;50000;0;;1990-9604
24/01/1997;26/01/1997;Mozambique;MOZ;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;50;0;Gretelle;1997-0013
/04/1998;//1999;Mozambique;MOZ;Maputo, Gaza, Inhame (south);;;;Km2;Drought;Drought;--;--;0;0;0;0;;1998-9620
/01/2001;//2001;Mozambique;MOZ;Inhambane province;;;;Km2;Drought;Drought;--;--;0;100000;0;0;;2001-9048
/05/2005;//2006;Mozambique;MOZ;Maputo, Gaza, Inhambane, Manica, Sofala, Zambezia, Tete provinces;;;;Km2;Drought;Drought;Crop failure;Food shortage;0;1400000;0;0;;2005-9262
/08/2007;/08/2007;Mozambique;MOZ;Gaza, Inhambane, Manica, Sofala, Maputo provinces (Centre and south of the country);;;;Km2;Drought;Drought;Food shortage;--;0;520000;0;0;;2007-9343
/12/2008;//2009;Mozambique;MOZ;Maputo, Gaza, Inhambane, Manica, Sofala, Tete provinces ;;;;Km2;Drought;Drought;Food shortage;--;0;500000;0;0;;2008-9590
26/03/2009;27/03/2009;Mozambique;MOZ;Zambezia province;;;130;Kph;Storm;Tropical cyclone;Flood;--;0;7103;3000;0;"Tropical storm ""Izilda""";2009-0123
/03/2010;//2010;Mozambique;MOZ;Maputo, Inhambane, Gaza provinces (South);;;;Km2;Drought;Drought;Food shortage;--;0;460000;0;0;;2010-9290
/01/2016;/01/2017;Mozambique;MOZ;Magude, Manhiça districts (Maputo province), Massingir, Chibuto, Mabalane districts (Gaza province), Funhaloro, Panda, Govuro districts (Inhambane province), Sofala, Tete;;;;Km2;Drought;Drought;Food shortage;--;0;2300000;0;0;;2016-9122
04/09/2017;04/09/2017;Mauritania;MRT;Boghé, Brakna region, Kiffa, Assaba region;;;;Kph;Storm;Convective storm;Flood;--;18;2040;0;0;;2017-0380
02/06/1991;02/06/1991;Mauritania;MRT;Nouakchott, Boutilinit;;;;Kph;Storm;--;--;--;4;300;0;0;;1991-0762
16/10/1999;16/10/1999;Mauritania;MRT;Balad Taïb;;;;Kph;Storm;Convective storm;--;--;1;177;0;0;;1999-0538
//1910;//1914;Mauritania;MRT;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1910-9006
//1940;//1944;Mauritania;MRT;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1940-9002
/01/1965;//1965;Mauritania;MRT;Tichitt, Kandossa;;;;Km2;Drought;Drought;--;--;0;46000;0;0;;1965-9001
//1969;//1975;Mauritania;MRT;;;;;Km2;Drought;Drought;Famine;--;0;1300000;34000;0;;1969-9006
//1976;//1977;Mauritania;MRT;;;;;Km2;Drought;Drought;--;--;0;1420000;0;0;;1976-9152
//1978;/04/1979;Mauritania;MRT;Southern;;;;Km2;Drought;Drought;--;--;0;27000;25500;0;;1978-9126
/06/1980;//1985;Mauritania;MRT;;;;;Km2;Drought;Drought;--;--;0;1600000;0;0;;1980-9114
//1993;//1993;Mauritania;MRT;E.Trarza, N. Brakna, Gorgol, N.W. Assaba, Tagnat;;;;Km2;Drought;Drought;--;--;0;446507;0;0;;1993-9511
/03/1997;//1998;Mauritania;MRT;Brakna, Tagant, Assaba, Adrar and Inchiri regions;;;;Km2;Drought;Drought;Crop failure;Famine;0;21400;0;0;;1997-9100
/04/2001;//2003;Mauritania;MRT;Assaba, Brakna, Gorgol, Tagant, Nouackchott, Inchiri, Adrar, Hodh el Gharbi, Hodh ech Chargi, Tiris-Zemmour, Dakhlet-Nouadhibou provinces;;;;Km2;Drought;Drought;Food shortage;--;0;1000000;0;0;;2001-9409
//2010;//2011;Mauritania;MRT;"Assaba, Brakna, Gorgol, Guidimakha, Hodh Ech Gharbi, Nouakchott, Tagant, Trarza provinces;  Amourj, Bassikounou, Djigueni, Nema, Timbedra districts (Hodh Ech Chargi province) (Southern Mauritania/Sahel region)";;;;Km2;Drought;Drought;Food shortage;--;0;838000;0;0;;2010-9292
//2011;//2012;Mauritania;MRT;Hodh El Chargi, Assaba, Brakna, Gorgol, Hodh El Gharbi, Guidimakha provinces;;;;Km2;Drought;Drought;Food shortage;--;0;723000;0;0;;2011-9662
/04/2017;/08/2017;Mauritania;MRT;Brakna, Gorgol, Guidimakha;;;;Km2;Drought;Drought;Food shortage;--;0;3893774;0;0;;2017-9343
/03/2018;/08/2018;Mauritania;MRT;;;;;Km2;Drought;Drought;--;--;0;350600;0;0;;2018-9469
25/06/1997;25/06/1997;Montserrat;MSR;Plymouth;16.45 N;62.14 W;;;Volcanic activity;Ash fall;--;--;32;4000;8000;0;Soufriere;1997-0050
17/09/1989;17/09/1989;Montserrat;MSR;;;;;Kph;Storm;Tropical cyclone;--;--;11;12040;240000;0;Hugo;1989-0115
12/09/1928;12/09/1928;Montserrat;MSR;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;;1928-0016
27/08/1990;27/08/1990;Montserrat;MSR;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Gustav;1990-0053
18/07/1995;/12/1995;Montserrat;MSR;Plymouth and surrounding;;;;;Volcanic activity;Ash fall;--;--;0;5000;0;0;Chance's Peak;1995-0151
03/09/1995;07/09/1995;Montserrat;MSR;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;20000;0;Luis;1995-0192
29/07/1996;29/07/1996;Montserrat;MSR;;;;;;Volcanic activity;Ash fall;--;--;0;4000;0;0;Soufrière;1996-0174
26/12/2006;//2006;Montserrat;MSR;Belham valley (Central, Salem provinces);;;;;Volcanic activity;Ash fall;--;--;0;200;0;0;Soufriere;2006-0729
08/05/1902;08/05/1902;Martinique;MTQ;;;;;;Volcanic activity;Ash fall;--;--;30000;0;0;0;Mount Pelee;1902-0006
21/08/1970;21/08/1970;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;45;5000;31000;0;Dorothy;1970-0041
07/09/1967;07/09/1967;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;15;1000;0;0;Beulah;1967-0056
25/09/1963;25/09/1963;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;10;0;40000;0;Edith;1963-0021
04/10/1990;04/10/1990;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;8;1500;0;0;Klaus;1990-0070
15/08/1993;15/08/1993;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;2;3010;0;0;Cindy;1993-0195
16/08/2007;24/08/2007;Martinique;MTQ;Fort-de-France, La Trinite, Saint-Pierre, Le Marin provinces;14.64;-61.02;160;Kph;Storm;Tropical cyclone;Flood;Slide (land, mud, snow, rock);1;6;300000;125000;Dean;2007-0360
29/11/2007;29/11/2007;Martinique;MTQ;Fort-De-France province;14.944;-61.274;7.4;Richter;Earthquake;Ground movement;--;--;1;100;0;0;;2007-0572
03/08/2011;03/08/2011;Martinique;MTQ;Fort-de-France, La Trinite, Saint-Pierre, Le Marin provinces;;;;Kph;Storm;Tropical cyclone;--;--;1;0;0;0;"Tropical storm ""Emily""";2011-0303
10/07/1960;10/07/1960;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Abby;1960-0022
/08/1979;/08/1979;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;0;20003;50000;0;David;1979-0071
05/08/1980;05/08/1980;Martinique;MTQ;;;;270;Kph;Storm;Tropical cyclone;--;--;0;0;68000;0;Allen;1980-0307
17/09/1989;17/09/1989;Martinique;MTQ;;;;169;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Hugo;1989-0115
14/09/1995;19/09/1995;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;160000;0;Marilyn;1995-0208
08/09/1996;15/09/1996;Martinique;MTQ;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;10;0;Hortense;1996-0201
19/11/1999;19/11/1999;Martinique;MTQ;;;;215;Kph;Storm;Tropical cyclone;--;--;0;600;0;0;Lenny;1999-0530
18/09/2017;18/09/2017;Martinique;MTQ;Le Morne-rouge, Le Carbet (St Pierre), Le Marigot, Gros-Morne (La Trinité), Northern coast, Fort-de-France, Schoelcher (Fort de France);;;;Kph;Storm;Tropical cyclone;Slide (land, mud, snow, rock);--;0;2;44000;0;Hurricane 'Maria';2017-0383
/02/1960;/02/1960;Mauritius;MUS;;;;;Kph;Storm;--;--;--;42;0;0;0;;1960-0048
06/02/1975;06/02/1975;Mauritius;MUS;Entire island;;;;Kph;Storm;Tropical cyclone;--;--;9;826258;200000;0;Gervaise;1975-0018
22/12/1979;22/12/1979;Mauritius;MUS;;;;225;Kph;Storm;Tropical cyclone;--;--;5;105257;175000;0;Claudette;1979-0116
09/12/1996;09/12/1996;Mauritius;MUS;Western and Southern parts;;;154;Kph;Storm;Tropical cyclone;--;--;3;0;0;0;Daniella;1996-0311
22/01/2002;22/01/2002;Mauritius;MUS;Port Louis province;;;206;Kph;Storm;Tropical cyclone;--;--;3;1050;50000;0;Dina;2002-0039
17/02/1972;17/02/1972;Mauritius;MUS;Rodrigues Isl.;;;;Kph;Storm;Tropical cyclone;--;--;2;25016;0;0;Fabienne;1972-0023
09/02/1994;11/02/1994;Mauritius;MUS;Port Louis, Rodrigues Isl.;;;225;Kph;Storm;Tropical cyclone;--;--;2;2300;135400;0;Hollanda, Ivy;1994-0008
25/02/2007;25/02/2007;Mauritius;MUS;Black River, Flacq, Grand Port, Moka, Pamplemousses, Plaines Wiljems, Port Louis, Riviere Du Rempart, Savanne provinces;;;;Kph;Storm;Tropical cyclone;--;--;2;0;0;0;Gamède;2007-0085
08/12/1983;08/12/1983;Mauritius;MUS;Agalega Islands;;;;Kph;Storm;Tropical cyclone;--;--;1;351;0;0;Andy;1983-0156
29/01/1989;29/01/1989;Mauritius;MUS;;;;190;Kph;Storm;Tropical cyclone;--;--;1;4507;60000;0;Firinga;1989-0031
25/12/1967;25/12/1967;Mauritius;MUS;Rodriguez Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;23524;5000;0;Carmen, Monica;1967-0080
/02/1979;/02/1979;Mauritius;MUS;Rodrogues Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Celine;1979-0022
16/01/1982;16/01/1982;Mauritius;MUS;Rodrigues Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;32000;650;0;Damia;1982-0024
/02/1982;/02/1982;Mauritius;MUS;Rodriguez Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;500;323;0;Frida;1982-0139
07/02/1984;07/02/1984;Mauritius;MUS;Rodrigues Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Haja;1984-0144
29/01/1985;29/01/1985;Mauritius;MUS;Rodigues Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Ditra;1985-0156
25/01/1991;25/01/1991;Mauritius;MUS;Rodrigues Isl.;;;210;Kph;Storm;Tropical cyclone;--;--;0;7500;0;0;Bella;1991-0125
10/03/1999;10/03/1999;Mauritius;MUS;;;;173;Kph;Storm;Tropical cyclone;--;--;0;1000;0;0;Davina;1999-0089
/01/1999;/04/1999;Mauritius;MUS;Nationwide;;;;Km2;Drought;Drought;Water shortage;--;0;0;175000;0;;1999-9629
15/01/2018;21/01/2018;Mauritius;MUS;Rodrigues island, Rivière du Rempart, Pamplemousse, Port Louis, Flacq, Plaines Wilhems, Black River;;;120;Kph;Storm;Tropical cyclone;Flood;--;0;30000;0;0;Tropical storm 'Berguitta';2018-0029
/02/2002;//2002;Malawi;MWI;Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Nsanje, Phalombe, Thyolo, Zomba districts (Southern Region Province);;;;Km2;Drought;Drought;Famine;--;500;2829435;0;0;;2002-9124
17/12/2005;17/12/2005;Malawi;MWI;Mzimba district (Northern Region province);;;;Kph;Storm;--;--;--;11;8;0;0;;2005-0693
02/01/2015;04/01/2015;Malawi;MWI;Central Region, Northern Region, Southern Region provinces;;;;Kph;Storm;Convective storm;Flood;--;5;350;0;0;;2015-0030
20/12/2009;20/12/2009;Malawi;MWI;Karonga district (Northern Region province);-10.108;33.82;6;Richter;Earthquake;Ground movement;--;--;3;5721;0;0;;2009-0573
08/12/2009;08/12/2009;Malawi;MWI;Karonga district (Northern Region province);-9.948;33.88;5.9;Richter;Earthquake;Ground movement;--;--;1;15015;0;0;;2009-0547
//1987;//1988;Malawi;MWI;South;;;;Km2;Drought;Drought;Food shortage;Famine;0;1429267;0;0;;1987-9033
/02/1990;//1990;Malawi;MWI;;;;;Km2;Drought;Drought;--;--;0;2800000;0;0;;1990-9604
/04/1992;//1995;Malawi;MWI;Dedza, Dowa, Mzimba, Nkhotakota, Ntcheu, Salima districts;;;;Km2;Drought;Drought;--;--;0;7000000;0;0;;1992-9231
/10/2005;/03/2006;Malawi;MWI;Southern Region, Central Region provinces;;;;Km2;Drought;Drought;Famine;Food shortage;0;5100000;0;0;;2005-9578
/10/2007;//2007;Malawi;MWI;Karonga, Mzimba districts (Northern Region province), Ntchisi district (Central Region province), Mulanje district (Southern Region province);;;;Km2;Drought;Drought;--;--;0;520000;0;0;;2007-9499
/01/2012;/01/2012;Malawi;MWI;Nsanje district (Southern Region province);;;;Kph;Storm;Tropical cyclone;Flood;--;0;6000;0;0;Cyclone Funso;2012-0005
/08/2012;//2013;Malawi;MWI;Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Phalombe, Thyolo, Zomba districts (Southern Region Province), Dedza, Ntcheu, Salima districts (Central Region Province);;;;Km2;Drought;Drought;Food shortage;--;0;1900000;0;0;;2012-9304
/10/2015;/12/2017;Malawi;MWI;23-25 districts affected (almost all the country): All provinces have been selected ;;;;Km2;Drought;Drought;Food shortage;--;0;6700000;0;0;;2015-9444
26/12/1996;28/12/1996;Malaysia;MYS;Keningau, Sulaman, Tamparuli, Kiulu, Kota Kinabalu (Sabah state);;;70;Kph;Storm;Tropical cyclone;Flood;--;270;4176;52000;0;Greg;1996-0282
26/12/2004;26/12/2004;Malaysia;MYS;Barat Daya, Timur Laut district (Pulau Pinang province);3.295;95.982;9.1;Richter;Earthquake;Tsunami;Tsunami/Tidal wave;--;80;5063;500000;0;;2004-0659
11/12/1993;11/12/1993;Malaysia;MYS;Kuala Lumpur;;;;;Mass movement (dry);Landslide;--;--;72;0;0;0;;1993-0227
05/06/2015;05/06/2015;Malaysia;MYS;Ranau district (Sabah province);;;6;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;24;10;2;0;;2015-0216
07/01/1968;07/01/1968;Malaysia;MYS;Johore, S. Lowlands;;;;Kph;Storm;--;--;--;21;10000;0;0;;1968-0019
23/08/1997;27/08/1997;Malaysia;MYS;Kedah, Perlis, Pennang states;;;11250;Kph;Storm;Tropical cyclone;Flood;--;2;2115;1000;0;Zita;1997-0559
30/03/2002;30/03/2002;Malaysia;MYS;Klang Valley area (Sepang district, Selangor province), Setapak Jaya, Jalan Pinang, Jalan Semarak, Jalan Tun Razak, Pudu boroughs (Kuala Lumpur district, Kuala Lumpu province), Petaling district (Selangor province);;;;Kph;Storm;Convective storm;--;--;2;155;0;0;;2002-0231
06/11/2004;06/11/2004;Malaysia;MYS;Kuala Lumpur province;;;;Kph;Storm;--;Flood;Slide (land, mud, snow, rock);1;40000;0;0;;2004-0590
